Date,COST,JNJ,KO,PFE,PG,T,WMT
2020-07-01,281.6800537109375,124.82349395751953,39.36968231201172,26.775859832763672,108.02214813232422,16.289335250854492,37.424564361572266
2020-07-02,282.5950012207031,125.34809112548828,39.42238235473633,27.386919021606445,108.83244323730469,16.38739585876465,37.27448654174805
2020-07-06,287.9097900390625,127.13533020019531,39.729820251464844,27.386919021606445,109.50769805908203,16.61076545715332,37.1744384765625
2020-07-07,292.29095458984375,127.0197982788086,39.71225357055664,27.005998611450195,110.03890228271484,16.51814842224121,39.69462203979492
2020-07-08,292.3741149902344,127.39324951171875,39.58927917480469,26.783796310424805,110.64212036132812,16.594419479370117,38.9098014831543
2020-07-09,300.8961486816406,126.69966888427734,38.570343017578125,26.55364990234375,110.2729721069336,16.46537208557129,39.944766998291016
2020-07-10,301.5339660644531,126.59297943115234,39.65955352783203,26.847280502319336,111.5424575805664,16.794231414794922,40.86091995239258
2020-07-13,298.4745788574219,129.11825561523438,39.74738693237305,27.942440032958984,111.68650817871094,16.587997436523438,40.49821090698242
2020-07-14,303.169921875,131.52793884277344,40.291996002197266,27.95830726623535,112.62286376953125,16.69947624206543,41.27677536010742
2020-07-15,301.9683837890625,131.83026123046875,40.75754928588867,28.3471736907959,112.0916519165039,16.727346420288086,41.273658752441406
2020-07-16,301.5709228515625,132.71055603027344,40.53794860839844,28.251943588256836,112.32575225830078,16.939159393310547,41.3361930847168
2020-07-17,300.2029113769531,132.79945373535156,41.126468658447266,28.767778396606445,113.10903930664062,16.861120223999023,41.192352294921875
2020-07-20,301.792724609375,133.0217742919922,40.5115966796875,28.966175079345703,112.7579116821289,16.638164520263672,41.107933044433594
2020-07-21,302.9295959472656,133.146240234375,41.46025848388672,29.116960525512695,112.6048583984375,16.861120223999023,41.37683868408203
2020-07-22,303.44720458984375,133.38632202148438,42.5846061706543,30.60097312927246,113.56819915771484,16.81095314025879,41.48001480102539
2020-07-23,301.4229736328125,133.03067016601562,42.408931732177734,30.48194122314453,114.30298614501953,16.666032791137695,41.16108703613281
2020-07-24,301.1180114746094,131.70574951171875,42.59339904785156,29.886741638183594,114.12178039550781,16.482093811035156,41.0360221862793
2020-07-27,302.80023193359375,130.86990356445312,42.5846061706543,29.79151153564453,114.44795227050781,16.326025009155273,41.02663803100586
2020-07-28,302.7725524902344,130.55873107910156,42.32108688354492,30.96603012084961,115.86134338378906,16.548986434936523,41.198612213134766
2020-07-29,301.4507751464844,130.3008575439453,42.180545806884766,31.156494140625,116.25092315673828,16.476518630981445,40.864036560058594
2020-07-30,300.8764343261719,130.56761169433594,41.89067840576172,31.044309616088867,119.06865692138672,16.482093811035156,40.685821533203125
2020-07-31,301.5340576171875,129.6072998046875,41.49540710449219,30.835952758789062,118.79683685302734,16.487667083740234,40.460693359375
2020-08-03,305.04473876953125,131.02110290527344,40.669708251953125,30.73177719116211,118.95085144042969,16.509960174560547,40.429420471191406
2020-08-04,314.7428283691406,130.9054718017578,41.01228332519531,30.76383399963379,121.21587371826172,16.727346420288086,41.16108703613281
2020-08-05,314.90966796875,131.9547576904297,41.47783660888672,30.811914443969727,120.89879608154297,16.638164520263672,40.588890075683594
2020-08-06,318.0035095214844,131.19894409179688,41.706214904785156,30.66767120361328,120.23741912841797,16.632591247558594,40.44505310058594
2020-08-07,315.7804260253906,132.132568359375,41.987300872802734,30.811914443969727,120.99845886230469,16.732913970947266,40.638912200927734
2020-08-10,314.93743896484375,131.625732421875,41.917030334472656,30.76383399963379,121.49676513671875,16.833251953125,41.23612594604492
2020-08-11,307.9254455566406,130.68319702148438,42.101497650146484,30.28302001953125,120.70854187011719,16.833251953125,40.71083068847656
2020-08-12,311.93621826171875,133.0751190185547,42.54069137573242,30.71575164794922,122.72891998291016,16.822101593017578,41.2392578125
2020-08-13,310.9544372558594,131.5990753173828,42.496768951416016,30.587539672851562,123.01885986328125,16.671607971191406,41.396244049072266
2020-08-14,311.49163818359375,131.81246948242188,42.558250427246094,30.499385833740234,122.40278625488281,16.727346420288086,41.631717681884766
2020-08-17,314.9004211425781,132.47938537597656,42.34743881225586,30.73177719116211,122.76518249511719,16.638164520263672,42.573612213134766
2020-08-18,315.6322021484375,133.4574432373047,42.53190231323242,30.739791870117188,123.68023681640625,16.604721069335938,42.29417419433594
2020-08-19,315.7711486816406,133.7241973876953,41.60959243774414,30.659658432006836,123.00979614257812,16.57127571105957,41.57206344604492
2020-08-20,315.74334716796875,134.64004516601562,41.59202575683594,31.028284072875977,123.9883041381836,16.53783416748047,40.99436569213867
2020-08-21,319.2076110839844,135.83154296875,41.53053665161133,31.156497955322266,124.52285766601562,16.548986434936523,41.327171325683594
2020-08-24,318.7630310058594,136.18960571289062,42.136634826660156,31.124439239501953,125.49230194091797,16.738492965698242,41.232975006103516
2020-08-25,319.3002624511719,136.10903930664062,42.08393096923828,30.779861450195312,125.9906005859375,16.666032791137695,41.01320266723633
2020-08-26,318.89276123046875,136.3238983154297,42.30351638793945,30.491371154785156,125.38358306884766,16.71619415283203,41.03518295288086
2020-08-27,320.82861328125,136.9325408935547,42.36500549316406,30.339120864868164,125.22048950195312,16.666032791137695,42.89699172973633
2020-08-28,322.6905517578125,137.52330017089844,43.770442962646484,30.37918472290039,125.7278823852539,16.744070053100586,44.049251556396484
2020-08-31,322.0328063964844,137.31748962402344,43.50692367553711,30.28302001953125,125.32923126220703,16.61587142944336,43.593994140625
2020-09-01,325.4786071777344,135.62570190429688,43.146785736083984,29.553791046142578,125.19329833984375,16.426355361938477,46.338043212890625
2020-09-02,332.40728759765625,137.693359375,44.965057373046875,29.810226440429688,127.3043441772461,16.554555892944336,46.36630630493164
2020-09-03,322.6256408691406,133.8623046875,44.34138870239258,29.169143676757812,125.26578521728516,16.493240356445312,45.38045120239258
2020-09-04,321.0231628417969,133.0030517578125,44.83329772949219,29.137088775634766,124.99397277832031,16.39848518371582,44.84356689453125
2020-09-08,313.8815002441406,131.81256103515625,43.75288391113281,28.79251480102539,123.16384887695312,16.448650360107422,43.46840286254883
2020-09-09,320.8934631347656,133.99664306640625,44.086666107177734,28.99285316467285,125.16612243652344,16.370615005493164,43.92050552368164
2020-09-10,314.5021057128906,131.49929809570312,43.919769287109375,28.568134307861328,123.85238647460938,16.114213943481445,42.953495025634766
2020-09-11,314.1316223144531,132.2779998779297,44.85087585449219,28.90470314025879,125.15705871582031,16.164379119873047,42.91896438598633
2020-09-14,317.6422424316406,132.7882537841797,44.90399932861328,29.657968521118164,125.60103607177734,16.242414474487305,43.113624572753906
2020-09-15,318.5592956542969,133.27159118652344,45.205074310302734,29.617904663085938,125.60103607177734,16.23126792907715,43.12617874145508
2020-09-16,318.39251708984375,132.8330078125,44.97484588623047,29.47365951538086,124.75841522216797,16.298154830932617,42.78082275390625
2020-09-17,313.9001159667969,131.73202514648438,44.76232147216797,29.50571632385254,124.5953369140625,16.203399658203125,42.91582489013672
2020-09-18,311.1952819824219,133.53115844726562,44.67376708984375,29.35346221923828,124.45941162109375,16.1253604888916,42.476280212402344
2020-09-21,314.53924560546875,129.87913513183594,43.469478607177734,28.864635467529297,123.86148071289062,15.958145141601562,43.03514099121094
2020-09-22,319.05938720703125,129.08250427246094,43.97422409057617,29.0489444732666,124.99397277832031,15.891261100769043,43.42444610595703
2020-09-23,319.22613525390625,129.28839111328125,42.69023132324219,28.848609924316406,123.49905395507812,15.534524917602539,42.6960563659668
2020-09-24,321.4215393066406,129.49424743652344,43.12412643432617,28.656286239624023,124.05172729492188,15.629283905029297,42.91896438598633
2020-09-25,317.32733154296875,130.38040161132812,43.141841888427734,28.888673782348633,124.6859359741211,15.629283905029297,43.09792709350586
2020-09-28,323.848388671875,131.67832946777344,43.637725830078125,29.161130905151367,125.03925323486328,15.818799018859863,43.091651916503906
2020-09-29,326.1826171875,131.63356018066406,43.318946838378906,28.984838485717773,124.35975646972656,15.774203300476074,43.0571174621582
2020-09-30,328.8317565917969,133.2626495361328,43.7174186706543,29.4095516204834,125.92719268798828,15.891261100769043,43.926788330078125
2020-10-01,332.0367126464844,131.86627197265625,43.54917907714844,29.145103454589844,126.1537094116211,15.88011360168457,44.92206573486328
2020-10-02,328.841064453125,130.8995819091797,43.708560943603516,29.153118133544922,125.13896179199219,15.986016273498535,44.11203384399414
2020-10-05,332.1478576660156,132.68077087402344,43.72627639770508,29.449617385864258,126.28961181640625,15.980441093444824,44.52019119262695
2020-10-06,331.93487548828125,130.91748046875,43.3366584777832,28.984838485717773,126.4888916015625,16.002737045288086,44.152854919433594
2020-10-07,336.2605895996094,132.3675537109375,43.885677337646484,29.225236892700195,127.47648620605469,16.05290412902832,44.23448944091797
2020-10-08,338.177978515625,133.27159118652344,44.68262481689453,29.561809539794922,128.33718872070312,16.33755874633789,44.38204574584961
2020-10-09,342.2259521484375,135.1333770751953,44.992549896240234,29.481679916381836,129.4878387451172,16.171955108642578,44.8278694152832
2020-10-12,348.7284240722656,135.91213989257812,45.2404899597168,29.50571632385254,130.9102783203125,16.06345558166504,45.289398193359375
2020-10-13,352.61883544921875,132.79718017578125,44.47010040283203,29.569822311401367,130.65660095214844,15.846460342407227,45.91105270385742
2020-10-14,350.4513244628906,132.56448364257812,44.38154602050781,29.53776741027832,130.50257873535156,15.697985649108887,45.19207763671875
2020-10-15,348.821044921875,131.74990844726562,44.266441345214844,29.28934669494629,130.31228637695312,15.67514419555664,45.3773078918457
2020-10-16,353.4154357910156,132.56448364257812,44.301856994628906,30.411237716674805,130.81968688964844,15.606621742248535,45.43382263183594
2020-10-19,347.8761901855469,129.1809844970703,43.93879318237305,30.29103660583496,128.57273864746094,15.349649429321289,44.88124465942383
2020-10-20,350.4234924316406,129.38685607910156,44.49666976928711,30.04261589050293,129.0891876220703,15.281122207641602,45.17951965332031
2020-10-21,349.9696350097656,128.83184814453125,44.266441345214844,29.714065551757812,129.78680419921875,15.258281707763672,45.336490631103516
2020-10-22,348.0521545410156,129.8612518310547,44.877437591552734,29.99453353881836,128.86756896972656,16.14910888671875,45.06962585449219
2020-10-23,346.9869384765625,130.00450134277344,44.73575973510742,30.595548629760742,129.71482849121094,15.886434555053711,45.163814544677734
2020-10-26,343.3837585449219,128.86767578125,44.09819412231445,30.387203216552734,128.7309112548828,15.635172843933105,44.633209228515625
2020-10-27,345.2454833984375,128.1336669921875,44.18674087524414,29.99453353881836,129.6966094970703,15.372495651245117,44.85612869262695
2020-10-28,338.05755615234375,123.84617614746094,42.4688606262207,28.407867431640625,125.41468811035156,15.132655143737793,43.96760559082031
2020-10-29,338.61444091796875,122.79891204833984,42.52198791503906,28.271635055541992,125.33269500732422,15.281122207641602,43.929935455322266
2020-10-30,331.895263671875,122.72731018066406,42.557411193847656,28.431903839111328,124.90452575683594,15.42959976196289,43.562599182128906
2020-11-02,338.1782531738281,124.14156341552734,43.05329132080078,29.032915115356445,126.17997741699219,15.61233139038086,44.08063888549805
2020-11-03,345.2037353515625,123.97148132324219,43.6997184753418,29.00086212158203,128.65806579589844,15.680855751037598,44.8278694152832
2020-11-04,349.1108703613281,124.77708435058594,43.540321350097656,29.91440773010254,128.129638671875,15.441019058227539,44.5704231262207
2020-11-05,357.5191345214844,125.09930419921875,43.77941131591797,29.461029052734375,129.71482849121094,15.709409713745117,45.04450607299805
2020-11-06,357.9181213378906,127.3281021118164,43.788265228271484,29.46912384033203,130.48922729492188,15.669437408447266,45.766624450683594
2020-11-09,338.7443542480469,130.75633239746094,46.55104446411133,31.735980987548828,125.7153549194336,16.16053009033203,45.06648635864258
2020-11-10,340.247802734375,132.7255859375,47.79959487915039,31.314992904663086,127.78340911865234,16.4746036529541,45.70070266723633
2020-11-11,346.09466552734375,132.29592895507812,47.44540023803711,31.169269561767578,129.43240356445312,16.406082153320312,46.460487365722656
2020-11-12,348.68389892578125,132.74349975585938,46.94065856933594,30.400161743164062,129.50527954101562,16.240476608276367,46.53897476196289
2020-11-13,351.58880615234375,134.17559814453125,47.33028030395508,31.26641845703125,131.44583129882812,16.508867263793945,47.26424026489258
2020-11-16,352.470458984375,135.0260009765625,47.684486389160156,30.2220516204834,129.76034545898438,16.543132781982422,47.860774993896484
2020-11-17,354.447265625,133.68333435058594,47.5339469909668,30.753267288208008,129.25933837890625,16.577392578125,46.89690017700195
2020-11-18,354.73492431640625,131.9110107421875,46.58645248413086,30.992197036743164,127.2732162475586,16.3432674407959,46.808990478515625
2020-11-19,355.9507141113281,131.7051544189453,47.04692459106445,30.881267547607422,127.1183853149414,16.14910888671875,47.760311126708984
2020-11-20,353.70477294921875,131.00694274902344,46.63958740234375,31.316450119018555,126.90885162353516,16.171955108642578,47.1700553894043
2020-11-23,354.25238037109375,129.6730194091797,46.64844512939453,31.162853240966797,126.41686248779297,16.3432674407959,47.386680603027344
2020-11-24,356.58184814453125,129.6730194091797,47.126617431640625,31.231121063232422,126.00688934326172,16.691604614257812,47.52168655395508
2020-11-25,359.85791015625,129.50177001953125,46.869815826416016,31.171390533447266,126.34395599365234,16.55455207824707,47.66925811767578
2020-11-27,360.45184326171875,129.79017639160156,46.66615676879883,31.768709182739258,126.28022003173828,16.577392578125,47.59703826904297
2020-11-30,363.5887145996094,130.40309143066406,46.05036163330078,32.69028091430664,126.51707458496094,16.417503356933594,47.97066116333008
2020-12-01,369.1028747558594,132.8997344970703,46.44305419921875,33.62892150878906,126.97259521484375,16.486024856567383,47.92356491088867
2020-12-02,365.236328125,133.5216827392578,46.50551986694336,34.815025329589844,126.05245208740234,16.61165428161621,47.25796127319336
2020-12-03,356.2362976074219,134.29681396484375,47.103458404541016,34.209171295166016,125.1231689453125,16.691604614257812,46.87492370605469
2020-12-04,355.6458740234375,135.44149780273438,48.05837631225586,34.42250061035156,125.24161529541016,16.868629455566406,46.75248336791992
2020-12-07,355.5506591796875,134.269775390625,47.29086685180664,35.19900894165039,125.43289947509766,16.925729751586914,46.501304626464844
2020-12-08,359.6173400878906,136.59521484375,47.46044158935547,36.31684112548828,125.77002716064453,17.593852996826172,46.92202377319336
2020-12-09,356.4649658203125,137.99221801757812,47.59430694580078,35.71099853515625,124.2759017944336,17.965028762817383,46.551536560058594
2020-12-10,355.036376953125,137.22608947753906,47.344417572021484,35.60860824584961,123.45594787597656,17.525325775146484,46.334110260009766
2020-12-11,357.2362976074219,137.8570098876953,47.612152099609375,35.08807373046875,124.36697387695312,17.708059310913086,46.321510314941406
2020-12-14,356.5506286621094,134.3599090576172,47.5407600402832,33.458255767822266,123.76570892333984,17.44538116455078,45.8961067199707
2020-12-15,354.16973876953125,135.7118682861328,48.04945755004883,33.0316047668457,124.49453735351562,17.46251106262207,45.87405776977539
2020-12-16,351.8459167480469,134.9006805419922,47.35334014892578,32.289222717285156,125.05939483642578,17.296911239624023,45.826786041259766
2020-12-17,352.65545654296875,138.46090698242188,47.5407600402832,32.451351165771484,125.95221710205078,16.914304733276367,46.037906646728516
2020-12-18,349.52215576171875,139.26309204101562,47.96021270751953,32.15269470214844,126.67194366455078,16.788681030273438,45.99064254760742
2020-12-21,347.5887756347656,137.92010498046875,47.13022994995117,31.89670181274414,125.28715515136719,16.56597137451172,45.99694061279297
2020-12-22,344.788818359375,137.64968872070312,47.08561325073242,31.350587844848633,124.4034423828125,16.217636108398438,45.43918991088867
2020-12-23,344.6554870605469,136.9467010498047,47.371192932128906,31.947895050048828,124.21210479736328,16.417503356933594,45.13038635253906
2020-12-24,347.21734619140625,137.42440795898438,47.692474365234375,31.802837371826172,125.46936798095703,16.38323974609375,45.2186164855957
2020-12-28,353.38873291015625,138.07333374023438,48.33503723144531,31.418848037719727,126.34395599365234,16.303293228149414,45.76060485839844
2020-12-29,354.9696350097656,138.92959594726562,48.30826950073242,31.61510467529297,126.10711669921875,16.297584533691406,45.470699310302734
2020-12-30,356.6173095703125,140.65109252929688,48.58491897583008,31.350587844848633,125.51492309570312,16.269033432006836,45.432899475097656
