"","AAPL","MSFT","GOOGL","AMZN","TSLA","JPM","BAC","V","PG","KO","WMT","PEP","CVX","XOM","SLB","BA","UPS","CAT","MMM","JNJ","PFE","MRNA","DIS","NFLX","T","NVDA","ORCL","INTC","LMT","GS","COST","BTC.USD","ETH.USD","LTC.USD","XRP.USD"
"AAPL",1,0.824584948276146,0.797566998670562,0.698285241771786,0.63577793008866,0.552691614881475,0.568048262916529,0.70111138864588,0.463458603863828,0.523902534344062,0.340141021659124,0.553126930387539,0.293039683090044,0.272432368704038,0.222719110943844,0.536721488015459,0.572102792103385,0.391955241201948,0.497074795849826,0.368252534063932,0.353135589881748,0.462172617144735,0.651788730862762,0.47030812533718,0.394413134097013,0.762205860123396,0.616423909208954,0.705568051832127,0.235835117112965,0.621132290782651,0.635887609229754,0.495234561239626,0.484444453788815,0.445779954379852,0.405725802049915
"MSFT",0.824584948276146,1,0.850774223067292,0.743241150155588,0.558860434240278,0.534743649770335,0.565567386968462,0.664455822187489,0.439148777646553,0.455073217585438,0.314268309714267,0.488605326240104,0.258016465244692,0.220218012971542,0.180957001091964,0.487407376927898,0.562573862514751,0.395578976986362,0.427491910568299,0.320549038937072,0.366728350603118,0.487846357265877,0.637815332070837,0.454068583489003,0.293456883048109,0.786965938952136,0.641922597059654,0.663835408608303,0.186844779526673,0.625238382878979,0.609208700948338,0.53193382248004,0.512525258096416,0.475015085196772,0.402379275546586
"GOOGL",0.797566998670562,0.850774223067292,1,0.724108116001078,0.556017936485059,0.522494277203903,0.550374084615388,0.598806419922759,0.344592228750849,0.374183552605137,0.300017910657071,0.41615496950264,0.263795011764161,0.215501767284392,0.164177222428529,0.53248075860867,0.497528468012401,0.392257431455897,0.40767360015396,0.273054419712059,0.280222308056077,0.479271304964688,0.619286421414251,0.479178308353206,0.29052146820347,0.769350375485402,0.579064679780004,0.666571805830233,0.148734912375722,0.609376738320548,0.563499839474993,0.471288584263502,0.449868025652638,0.407595332630574,0.344580459446339
"AMZN",0.698285241771786,0.743241150155588,0.724108116001078,1,0.585835486991396,0.506718371178859,0.552123828275177,0.55716026727211,0.239822692025157,0.362594297725632,0.303385447527819,0.369496589670537,0.304032869388246,0.245034568121342,0.20434923286023,0.499939227132462,0.569885185169752,0.365242582745514,0.367252265482141,0.229019886086197,0.261230350765153,0.432478676887078,0.668506028875054,0.553389371945449,0.274432618091331,0.710493468777268,0.534650754854304,0.515909667287754,0.117388083784115,0.607390465498368,0.565081471901674,0.526023219613618,0.505436990115169,0.44119751848695,0.403515893192136
"TSLA",0.63577793008866,0.558860434240278,0.556017936485059,0.585835486991396,1,0.371234661433711,0.399006327864006,0.434911314941521,0.159744576903743,0.230981685999335,0.172819310444705,0.231670181239758,0.167562099601522,0.147034665261759,0.12482413563818,0.44922331409286,0.40146261279154,0.309121234758342,0.285028061688224,0.10139487569356,0.156446134370735,0.429928710519822,0.510592929534571,0.489345899356919,0.0929166992511904,0.679020596551833,0.420695767088367,0.495872852145261,0.11516639003122,0.438200172559663,0.464784183236934,0.50194876220236,0.494545359426521,0.416341610922332,0.392071972332884
"JPM",0.552691614881475,0.534743649770335,0.522494277203903,0.506718371178859,0.371234661433711,1,0.892674146572519,0.587740011016536,0.386900227233602,0.463889891384189,0.221004454846146,0.438850539996403,0.302889877055059,0.27530930078882,0.294869580763783,0.504311634106432,0.562583309847373,0.555380184036757,0.540616251006447,0.348721408898018,0.362576867291582,0.390484008142868,0.560214212062066,0.349327656936131,0.379017490258746,0.532180984096607,0.530182415583497,0.520324088185823,0.141188600883197,0.8274304640817,0.426374533527497,0.372741067048793,0.362392930865083,0.317441331861783,0.291980224404978
"BAC",0.568048262916529,0.565567386968462,0.550374084615388,0.552123828275177,0.399006327864006,0.892674146572519,1,0.59367534775648,0.360401301706731,0.446821482114089,0.22528793576094,0.417663712244333,0.363994227648634,0.302713871965466,0.325327630290478,0.541525437716197,0.559154623793905,0.548112924047489,0.514107645177769,0.312749679800103,0.320174660042578,0.378829391801928,0.58407959328108,0.35159908661928,0.357495363798203,0.552049781197467,0.508160896439014,0.507153783854053,0.195340695921004,0.817759084612653,0.418147581824631,0.393030468883812,0.361314059082592,0.347761546418947,0.291572059728554
"V",0.70111138864588,0.664455822187489,0.598806419922759,0.55716026727211,0.434911314941521,0.587740011016536,0.59367534775648,1,0.428366624138421,0.502441776574841,0.213811269304864,0.4793078401885,0.21492633100824,0.234841359209556,0.203424100462273,0.451703960681473,0.561284548580774,0.407106689960665,0.441192803028236,0.315230481421721,0.410622786747809,0.424523423370546,0.599293249600311,0.375191347628575,0.374328911223323,0.618870671380445,0.576565403229302,0.508779836892579,0.149274777848143,0.611644065051942,0.483918327313876,0.459155861522605,0.466003172736544,0.399305400719054,0.35904451806473
"PG",0.463458603863828,0.439148777646553,0.344592228750849,0.239822692025157,0.159744576903743,0.386900227233602,0.360401301706731,0.428366624138421,1,0.750156909557105,0.41396649168921,0.736908319185592,0.00377653245397613,0.0279886932375282,0.0431242505373781,0.227979300933082,0.345200829705271,0.140556855597804,0.422881507047638,0.586901694248095,0.425382676282053,0.156502780194147,0.309758102765255,0.148612958255039,0.361521257950381,0.289476856857661,0.361803855252478,0.419883777148261,0.280534977343464,0.361480099875043,0.536031125983413,0.20783140391132,0.209023387247174,0.223522552094244,0.17415822762967
"KO",0.523902534344062,0.455073217585438,0.374183552605137,0.362594297725632,0.230981685999335,0.463889891384189,0.446821482114089,0.502441776574841,0.750156909557105,1,0.431070834424628,0.839245643485527,0.184759896990386,0.176265964046446,0.175991848850912,0.294776805452374,0.450015178237138,0.325221117878107,0.478270209511536,0.57187990906613,0.418561686997707,0.18435509800234,0.39812120446474,0.1822187978516,0.43515531449269,0.335430319026879,0.373640010928027,0.398817483755782,0.367111186128141,0.445300459263023,0.564645379147876,0.186732984046734,0.204325784790611,0.18757943483558,0.202030475897774
"WMT",0.340141021659124,0.314268309714267,0.300017910657071,0.303385447527819,0.172819310444705,0.221004454846146,0.22528793576094,0.213811269304864,0.41396649168921,0.431070834424628,1,0.468011271599171,0.197534414561314,0.168892346392988,0.113625929041791,0.156444660896498,0.36042215398425,0.161791181728079,0.21873317050203,0.327083453046144,0.19399881177499,0.0916036388150341,0.292393495001888,0.149949149298847,0.216115254346825,0.224141898755249,0.293698011518908,0.243871064554615,0.209244164639951,0.249694396533553,0.589552136909756,0.160086816779005,0.180778256789233,0.122809508602058,0.0729284110173499
"PEP",0.553126930387539,0.488605326240104,0.41615496950264,0.369496589670537,0.231670181239758,0.438850539996403,0.417663712244333,0.4793078401885,0.736908319185592,0.839245643485527,0.468011271599171,1,0.151087526570898,0.157431428958005,0.151402547386986,0.264699722396905,0.43040332740267,0.266672583191256,0.496423972127455,0.595814436569983,0.441668451317925,0.269221849255034,0.366334212829053,0.186594470411896,0.397057853379251,0.351924403704103,0.419634108850736,0.421246399226064,0.326584927028259,0.441671895534637,0.583146563429715,0.181105726878596,0.181059468370563,0.160610896088764,0.148253607519903
"CVX",0.293039683090044,0.258016465244692,0.263795011764161,0.304032869388246,0.167562099601522,0.302889877055059,0.363994227648634,0.21492633100824,0.00377653245397613,0.184759896990386,0.197534414561314,0.151087526570898,1,0.882070837206349,0.783216534468639,0.261962033177324,0.300224801731726,0.622821129155157,0.262765499419538,0.116273816316578,0.2442766636011,0.0598990370933467,0.301247517511267,0.171802118514099,0.22248169821361,0.279858201930399,0.254581653400936,0.294648213057399,0.391796071512666,0.358826615296222,0.236983874250391,0.297783334171076,0.284816480641641,0.231538660936239,0.212533294531218
"XOM",0.272432368704038,0.220218012971542,0.215501767284392,0.245034568121342,0.147034665261759,0.27530930078882,0.302713871965466,0.234841359209556,0.0279886932375282,0.176265964046446,0.168892346392988,0.157431428958005,0.882070837206349,1,0.793287243709259,0.233457388080093,0.286498398256543,0.564137082323264,0.190645096251062,0.0864309416335135,0.215669996626413,-0.000759439795809995,0.283403909627688,0.160675727570366,0.210004091103935,0.229864716519659,0.182490188523901,0.295818599319618,0.335458270128806,0.307273645433466,0.200069462376031,0.24588860585742,0.262376345579992,0.219700222502253,0.193071580697069
"SLB",0.222719110943844,0.180957001091964,0.164177222428529,0.20434923286023,0.12482413563818,0.294869580763783,0.325327630290478,0.203424100462273,0.0431242505373781,0.175991848850912,0.113625929041791,0.151402547386986,0.783216534468639,0.793287243709259,1,0.253907049974668,0.218032239993486,0.547431318000332,0.166257408806342,0.0904837862923541,0.18577813446062,0.0608364660845311,0.227441677642811,0.145570138483451,0.182720591076636,0.219268145454832,0.139884644153914,0.267826987687989,0.341136545196258,0.300096986380349,0.154035381613233,0.213070852876218,0.216682515727127,0.202733460039701,0.180411263942088
"BA",0.536721488015459,0.487407376927898,0.53248075860867,0.499939227132462,0.44922331409286,0.504311634106432,0.541525437716197,0.451703960681473,0.227979300933082,0.294776805452374,0.156444660896498,0.264699722396905,0.261962033177324,0.233457388080093,0.253907049974668,1,0.423293382273876,0.499261553699543,0.372296398668925,0.121154493374364,0.162570053412326,0.346277151826497,0.544630049629966,0.404834873988203,0.274219332765888,0.622255536732711,0.428130407299561,0.504071023603952,0.150072958259862,0.561871126950965,0.409221267641841,0.384186521056358,0.356262410665424,0.399515379698139,0.330275354020141
"UPS",0.572102792103385,0.562573862514751,0.497528468012401,0.569885185169752,0.40146261279154,0.562583309847373,0.559154623793905,0.561284548580774,0.345200829705271,0.450015178237138,0.36042215398425,0.43040332740267,0.300224801731726,0.286498398256543,0.218032239993486,0.423293382273876,1,0.454383219378482,0.507394324689237,0.261934687219628,0.334700288714528,0.325337424560134,0.543332245138553,0.362571301594563,0.230231814435868,0.54119899427488,0.538200561417556,0.50619084084507,0.113708178998602,0.606794539085519,0.545149769863486,0.300447047793313,0.316969595348473,0.288022978106515,0.211759032125797
"CAT",0.391955241201948,0.395578976986362,0.392257431455897,0.365242582745514,0.309121234758342,0.555380184036757,0.548112924047489,0.407106689960665,0.140556855597804,0.325221117878107,0.161791181728079,0.266672583191256,0.622821129155157,0.564137082323264,0.547431318000332,0.499261553699543,0.454383219378482,1,0.519610925265287,0.200522220184977,0.278812234509071,0.236643856033291,0.429361990563337,0.217915697753043,0.272805946526058,0.452615492330995,0.436618292279741,0.423035140395492,0.243300262146143,0.561461364936528,0.350943523187889,0.317986166540293,0.302207873759483,0.263626751647915,0.24553298322777
"MMM",0.497074795849826,0.427491910568299,0.40767360015396,0.367252265482141,0.285028061688224,0.540616251006447,0.514107645177769,0.441192803028236,0.422881507047638,0.478270209511536,0.21873317050203,0.496423972127455,0.262765499419538,0.190645096251062,0.166257408806342,0.372296398668925,0.507394324689237,0.519610925265287,1,0.379575902893565,0.380022361202892,0.319310668796421,0.442421903126073,0.318451725009497,0.387302651152801,0.440747434307868,0.474349155129163,0.503831523421784,0.174042391849436,0.548306883222376,0.416100263377946,0.28369971487608,0.266264709586607,0.233619712609276,0.201742619803725
"JNJ",0.368252534063932,0.320549038937072,0.273054419712059,0.229019886086197,0.10139487569356,0.348721408898018,0.312749679800103,0.315230481421721,0.586901694248095,0.57187990906613,0.327083453046144,0.595814436569983,0.116273816316578,0.0864309416335135,0.0904837862923541,0.121154493374364,0.261934687219628,0.200522220184977,0.379575902893565,1,0.577019464716905,0.210524507212304,0.210608774881973,0.140650300882571,0.311673271114084,0.179729783028939,0.314336576032896,0.280726031072511,0.345241956272733,0.293577135871514,0.411039737190642,0.117162400776303,0.116567590346293,0.110500508554645,0.141277786595423
"PFE",0.353135589881748,0.366728350603118,0.280222308056077,0.261230350765153,0.156446134370735,0.362576867291582,0.320174660042578,0.410622786747809,0.425382676282053,0.418561686997707,0.19399881177499,0.441668451317925,0.2442766636011,0.215669996626413,0.18577813446062,0.162570053412326,0.334700288714528,0.278812234509071,0.380022361202892,0.577019464716905,1,0.361562272550713,0.24453818773137,0.215240906962238,0.26756530727114,0.282062370518886,0.389154057364326,0.341744192780812,0.219881123071139,0.338558873441353,0.323555875105386,0.232684295885168,0.222019677865781,0.194201582433813,0.194822251050502
"MRNA",0.462172617144735,0.487846357265877,0.479271304964688,0.432478676887078,0.429928710519822,0.390484008142868,0.378829391801928,0.424523423370546,0.156502780194147,0.18435509800234,0.0916036388150341,0.269221849255034,0.0598990370933467,-0.000759439795809995,0.0608364660845311,0.346277151826497,0.325337424560134,0.236643856033291,0.319310668796421,0.210524507212304,0.361562272550713,1,0.407310546002698,0.366889272747605,0.158520043022022,0.499066060738986,0.40993108037254,0.380709949434844,-0.00976333201097082,0.458618559416893,0.286371239554811,0.353361635737572,0.324625325309347,0.305419507733007,0.201553000671766
"DIS",0.651788730862762,0.637815332070837,0.619286421414251,0.668506028875054,0.510592929534571,0.560214212062066,0.58407959328108,0.599293249600311,0.309758102765255,0.39812120446474,0.292393495001888,0.366334212829053,0.301247517511267,0.283403909627688,0.227441677642811,0.544630049629966,0.543332245138553,0.429361990563337,0.442421903126073,0.210608774881973,0.24453818773137,0.407310546002698,1,0.629891863335332,0.341117135273584,0.645566768050377,0.528762158233193,0.528830042463757,0.139329284608131,0.619475267607659,0.445281846426548,0.470708387650854,0.461720551832729,0.372794152607688,0.358937954907568
"NFLX",0.47030812533718,0.454068583489003,0.479178308353206,0.553389371945449,0.489345899356919,0.349327656936131,0.35159908661928,0.375191347628575,0.148612958255039,0.1822187978516,0.149949149298847,0.186594470411896,0.171802118514099,0.160675727570366,0.145570138483451,0.404834873988203,0.362571301594563,0.217915697753043,0.318451725009497,0.140650300882571,0.215240906962238,0.366889272747605,0.629891863335332,1,0.192055797658607,0.528456753105557,0.338975297667651,0.381359762265011,0.070535618407929,0.413004681936016,0.328326274455138,0.381727273192761,0.371419580093889,0.320240008188955,0.299444095358377
"T",0.394413134097013,0.293456883048109,0.29052146820347,0.274432618091331,0.0929166992511904,0.379017490258746,0.357495363798203,0.374328911223323,0.361521257950381,0.43515531449269,0.216115254346825,0.397057853379251,0.22248169821361,0.210004091103935,0.182720591076636,0.274219332765888,0.230231814435868,0.272805946526058,0.387302651152801,0.311673271114084,0.26756530727114,0.158520043022022,0.341117135273584,0.192055797658607,1,0.263994495318933,0.356351879561565,0.348551557175208,0.217072196828257,0.343344234187147,0.232155181383713,0.22259241104884,0.191453561287554,0.194482412676668,0.129337026058493
"NVDA",0.762205860123396,0.786965938952136,0.769350375485402,0.710493468777268,0.679020596551833,0.532180984096607,0.552049781197467,0.618870671380445,0.289476856857661,0.335430319026879,0.224141898755249,0.351924403704103,0.279858201930399,0.229864716519659,0.219268145454832,0.622255536732711,0.54119899427488,0.452615492330995,0.440747434307868,0.179729783028939,0.282062370518886,0.499066060738986,0.645566768050377,0.528456753105557,0.263994495318933,1,0.59394221619074,0.745802267448153,0.117417260338185,0.633482370115335,0.554625852927985,0.552378151052346,0.54057277247158,0.502358800748617,0.447038760450894
"ORCL",0.616423909208954,0.641922597059654,0.579064679780004,0.534650754854304,0.420695767088367,0.530182415583497,0.508160896439014,0.576565403229302,0.361803855252478,0.373640010928027,0.293698011518908,0.419634108850736,0.254581653400936,0.182490188523901,0.139884644153914,0.428130407299561,0.538200561417556,0.436618292279741,0.474349155129163,0.314336576032896,0.389154057364326,0.40993108037254,0.528762158233193,0.338975297667651,0.356351879561565,0.59394221619074,1,0.547657599909915,0.150624513305436,0.59338454103616,0.522743672892392,0.365620589273363,0.366828573252145,0.321934018084696,0.25822741844873
"INTC",0.705568051832127,0.663835408608303,0.666571805830233,0.515909667287754,0.495872852145261,0.520324088185823,0.507153783854053,0.508779836892579,0.419883777148261,0.398817483755782,0.243871064554615,0.421246399226064,0.294648213057399,0.295818599319618,0.267826987687989,0.504071023603952,0.50619084084507,0.423035140395492,0.503831523421784,0.280726031072511,0.341744192780812,0.380709949434844,0.528830042463757,0.381359762265011,0.348551557175208,0.745802267448153,0.547657599909915,1,0.160248633470036,0.583302603663959,0.520580629154543,0.442589970647576,0.417166379712378,0.39119281498192,0.360044190033956
"LMT",0.235835117112965,0.186844779526673,0.148734912375722,0.117388083784115,0.11516639003122,0.141188600883197,0.195340695921004,0.149274777848143,0.280534977343464,0.367111186128141,0.209244164639951,0.326584927028259,0.391796071512666,0.335458270128806,0.341136545196258,0.150072958259862,0.113708178998602,0.243300262146143,0.174042391849436,0.345241956272733,0.219881123071139,-0.00976333201097082,0.139329284608131,0.070535618407929,0.217072196828257,0.117417260338185,0.150624513305436,0.160248633470036,1,0.138701995230503,0.257626685981172,0.109039235876805,0.0521661941650896,0.0722697147217949,0.0776208192285077
"GS",0.621132290782651,0.625238382878979,0.609376738320548,0.607390465498368,0.438200172559663,0.8274304640817,0.817759084612653,0.611644065051942,0.361480099875043,0.445300459263023,0.249694396533553,0.441671895534637,0.358826615296222,0.307273645433466,0.300096986380349,0.561871126950965,0.606794539085519,0.561461364936528,0.548306883222376,0.293577135871514,0.338558873441353,0.458618559416893,0.619475267607659,0.413004681936016,0.343344234187147,0.633482370115335,0.59338454103616,0.583302603663959,0.138701995230503,1,0.492287195313624,0.380028212145682,0.382231241891566,0.343035232253367,0.291246714316162
"COST",0.635887609229754,0.609208700948338,0.563499839474993,0.565081471901674,0.464784183236934,0.426374533527497,0.418147581824631,0.483918327313876,0.536031125983413,0.564645379147876,0.589552136909756,0.583146563429715,0.236983874250391,0.200069462376031,0.154035381613233,0.409221267641841,0.545149769863486,0.350943523187889,0.416100263377946,0.411039737190642,0.323555875105386,0.286371239554811,0.445281846426548,0.328326274455138,0.232155181383713,0.554625852927985,0.522743672892392,0.520580629154543,0.257626685981172,0.492287195313624,1,0.355892814847307,0.352885753917407,0.313325853357623,0.273583717338236
"BTC.USD",0.495234561239626,0.53193382248004,0.471288584263502,0.526023219613618,0.50194876220236,0.372741067048793,0.393030468883812,0.459155861522605,0.20783140391132,0.186732984046734,0.160086816779005,0.181105726878596,0.297783334171076,0.24588860585742,0.213070852876218,0.384186521056358,0.300447047793313,0.317986166540293,0.28369971487608,0.117162400776303,0.232684295885168,0.353361635737572,0.470708387650854,0.381727273192761,0.22259241104884,0.552378151052346,0.365620589273363,0.442589970647576,0.109039235876805,0.380028212145682,0.355892814847307,1,0.905837064414288,0.823862881818545,0.768969432987224
"ETH.USD",0.484444453788815,0.512525258096416,0.449868025652638,0.505436990115169,0.494545359426521,0.362392930865083,0.361314059082592,0.466003172736544,0.209023387247174,0.204325784790611,0.180778256789233,0.181059468370563,0.284816480641641,0.262376345579992,0.216682515727127,0.356262410665424,0.316969595348473,0.302207873759483,0.266264709586607,0.116567590346293,0.222019677865781,0.324625325309347,0.461720551832729,0.371419580093889,0.191453561287554,0.54057277247158,0.366828573252145,0.417166379712378,0.0521661941650896,0.382231241891566,0.352885753917407,0.905837064414288,1,0.830538620185168,0.768198706087432
"LTC.USD",0.445779954379852,0.475015085196772,0.407595332630574,0.44119751848695,0.416341610922332,0.317441331861783,0.347761546418947,0.399305400719054,0.223522552094244,0.18757943483558,0.122809508602058,0.160610896088764,0.231538660936239,0.219700222502253,0.202733460039701,0.399515379698139,0.288022978106515,0.263626751647915,0.233619712609276,0.110500508554645,0.194201582433813,0.305419507733007,0.372794152607688,0.320240008188955,0.194482412676668,0.502358800748617,0.321934018084696,0.39119281498192,0.0722697147217949,0.343035232253367,0.313325853357623,0.823862881818545,0.830538620185168,1,0.777353041881356
"XRP.USD",0.405725802049915,0.402379275546586,0.344580459446339,0.403515893192136,0.392071972332884,0.291980224404978,0.291572059728554,0.35904451806473,0.17415822762967,0.202030475897774,0.0729284110173499,0.148253607519903,0.212533294531218,0.193071580697069,0.180411263942088,0.330275354020141,0.211759032125797,0.24553298322777,0.201742619803725,0.141277786595423,0.194822251050502,0.201553000671766,0.358937954907568,0.299444095358377,0.129337026058493,0.447038760450894,0.25822741844873,0.360044190033956,0.0776208192285077,0.291246714316162,0.273583717338236,0.768969432987224,0.768198706087432,0.777353041881356,1
