Date,BTC-USD,ETH-USD,MRNA,NVDA,XRP-USD
2021-01-04,31971.9140625,1040.2330322265625,111.7300033569336,13.081204414367676,0.23667700588703156
2021-01-05,33992.4296875,1100.006103515625,109.18000030517578,13.371737480163574,0.22675000131130219
2021-01-06,36824.36328125,1207.1121826171875,116.26000213623047,12.583433151245117,0.2508949935436249
2021-01-07,39371.04296875,1225.6781005859375,115.08999633789062,13.311136245727539,0.32600200176239014
2021-01-08,40797.609375,1224.1971435546875,112.75,13.244051933288574,0.32322999835014343
2021-01-11,35566.65625,1090.1453857421875,117.26000213623047,13.58795166015625,0.28890499472618103
2021-01-12,33922.9609375,1043.4345703125,124.55000305175781,13.451539993286133,0.2921229898929596
2021-01-13,37316.359375,1130.7393798828125,124.05999755859375,13.498421669006348,0.3055799901485443
2021-01-14,39187.328125,1218.4530029296875,129.72000122070312,13.167739868164062,0.2954379916191101
2021-01-15,36825.3671875,1171.8345947265625,129.64999389648438,12.827829360961914,0.28040599822998047
2021-01-19,36069.8046875,1377.2958984375,125.01000213623047,12.993170738220215,0.2943139970302582
2021-01-20,35547.75,1382.2740478515625,125.13999938964844,13.332832336425781,0.2965179979801178
2021-01-21,30825.69921875,1121.5709228515625,132.97999572753906,13.83334732055664,0.26894599199295044
2021-01-22,33005.76171875,1236.51220703125,131.02000427246094,13.678726196289062,0.27279898524284363
2021-01-25,32366.392578125,1324.414794921875,147.0,13.619625091552734,0.269089013338089
2021-01-26,32569.849609375,1357.05810546875,151.92999267578125,13.402161598205566,0.26882699131965637
2021-01-27,30432.546875,1253.1871337890625,155.72999572753906,12.885936737060547,0.2519429922103882
2021-01-28,33466.09765625,1332.4921875,159.5500030517578,13.018856048583984,0.26412200927734375
2021-01-29,34316.38671875,1382.5228271484375,173.16000366210938,12.957758903503418,0.2821879982948303
2021-02-01,33537.17578125,1369.04052734375,157.47999572753906,13.204400062561035,0.37150898575782776
2021-02-02,35510.2890625,1515.1937255859375,158.5800018310547,13.523362159729004,0.369269996881485
2021-02-03,37472.08984375,1660.9095458984375,165.86000061035156,13.497178077697754,0.3934899866580963
2021-02-04,36926.06640625,1594.7626953125,173.30999755859375,13.630597114562988,0.44644901156425476
2021-02-05,38144.30859375,1718.65087890625,176.24000549316406,13.557527542114258,0.45004698634147644
2021-02-08,46196.46484375,1746.6168212890625,185.97999572753906,14.403190612792969,0.44770199060440063
2021-02-09,46481.10546875,1768.0350341796875,179.52000427246094,14.228121757507324,0.47199100255966187
2021-02-10,44918.18359375,1744.243408203125,179.33999633789062,14.727888107299805,0.503445029258728
2021-02-11,47909.33203125,1783.7979736328125,183.44000244140625,15.213190078735352,0.5247870087623596
2021-02-12,47504.8515625,1843.5325927734375,183.74000549316406,14.924403190612793,0.6085919737815857
2021-02-16,49199.87109375,1781.0675048828125,178.52999877929688,15.29249382019043,0.5208460092544556
2021-02-17,52149.0078125,1848.458251953125,176.75999450683594,14.86928939819336,0.5355370044708252
2021-02-18,51679.796875,1937.44921875,169.57000732421875,14.79248046875,0.5324329733848572
2021-02-19,55888.1328125,1960.164794921875,174.74000549316406,14.889738082885742,0.567018985748291
2021-02-22,54207.3203125,1781.992919921875,159.3699951171875,14.320396423339844,0.571740984916687
2021-02-23,48824.42578125,1570.2039794921875,150.1699981689453,14.107170104980469,0.47356298565864563
2021-02-24,49705.33203125,1626.57568359375,144.7899932861328,14.46329116821289,0.4718320071697235
2021-02-25,47093.8515625,1475.7037353515625,148.3800048828125,13.274724006652832,0.4345239996910095
2021-02-26,46339.76171875,1446.03369140625,154.80999755859375,13.680724143981934,0.4278999865055084
2021-03-01,49631.2421875,1564.7076416015625,157.39999389648438,13.807659149169922,0.44724398851394653
2021-03-02,48378.98828125,1492.6087646484375,146.80999755859375,13.373235702514648,0.43683698773384094
2021-03-03,50538.2421875,1575.8531494140625,131.22000122070312,12.773216247558594,0.45027899742126465
2021-03-04,48561.16796875,1541.914306640625,132.3000030517578,12.33978271484375,0.4866049885749817
2021-03-05,48927.3046875,1533.2750244140625,132.19000244140625,12.43080997467041,0.4581190049648285
2021-03-08,52246.5234375,1834.7279052734375,123.47000122070312,11.564697265625,0.47359699010849
2021-03-09,54824.1171875,1868.048828125,130.8699951171875,12.49372673034668,0.48598799109458923
2021-03-10,56008.55078125,1799.166259765625,129.75,12.4418363571167,0.4631659984588623
2021-03-11,57805.12109375,1826.1949462890625,140.47000122070312,12.965974807739258,0.4529600143432617
2021-03-12,57332.08984375,1772.1024169921875,136.99000549316406,12.828764915466309,0.44113099575042725
2021-03-15,55907.19921875,1791.7022705078125,143.66000366210938,13.163305282592773,0.4375549852848053
2021-03-16,56804.90234375,1806.9718017578125,156.02000427246094,13.263092994689941,0.4625999927520752
2021-03-17,58870.89453125,1823.4493408203125,147.5500030517578,13.312987327575684,0.4724169969558716
2021-03-18,57858.921875,1782.8551025390625,141.4600067138672,12.695549011230469,0.4729189872741699
2021-03-19,58346.65234375,1817.6241455078125,143.74000549316406,12.818537712097168,0.47117099165916443
2021-03-22,54529.14453125,1691.333984375,145.60000610351562,13.15831184387207,0.5499420166015625
2021-03-23,54738.9453125,1678.650146484375,136.52000427246094,13.043061256408691,0.5565950274467468
2021-03-24,52774.265625,1593.4134521484375,131.61000061035156,12.616216659545898,0.48883700370788574
2021-03-25,51704.16015625,1595.3592529296875,133.3300018310547,12.508694648742676,0.5174980163574219
2021-03-26,55137.3125,1702.842041015625,133.27999877929688,12.81204891204834,0.5670549869537354
2021-03-29,57750.19921875,1819.6849365234375,123.41999816894531,12.920818328857422,0.5678709745407104
2021-03-30,58917.69140625,1846.03369140625,118.48999786376953,12.844481468200684,0.5668590068817139
2021-03-31,58918.83203125,1918.362060546875,130.9499969482422,13.319971084594727,0.573868989944458
2021-04-01,59095.80859375,1977.27685546875,132.5500030517578,13.782489776611328,0.5792919993400574
2021-04-05,59057.87890625,2107.88720703125,129.91000366210938,13.957866668701172,0.9204729795455933
2021-04-06,58192.359375,2118.37890625,133.52999877929688,13.832134246826172,1.0962660312652588
2021-04-07,56048.9375,1971.0772705078125,131.47000122070312,14.113536834716797,0.917576014995575
2021-04-08,58323.953125,2088.57373046875,133.8800048828125,14.286670684814453,1.0527559518814087
2021-04-09,58245.00390625,2072.10888671875,140.9199981689453,14.36949348449707,1.0208369493484497
2021-04-12,59893.453125,2139.353271484375,139.39999389648438,15.176777839660645,1.4677350521087646
2021-04-13,63503.45703125,2299.187744140625,149.7100067138672,15.646283149719238,1.7940009832382202
2021-04-14,63109.6953125,2435.10498046875,160.02999877929688,15.244635581970215,1.8392360210418701
2021-04-15,63314.01171875,2519.1162109375,159.8699951171875,16.10306167602539,1.7660670280456543
2021-04-16,61572.7890625,2431.946533203125,170.80999755859375,15.878789901733398,1.55752694606781
2021-04-19,55724.265625,2166.188720703125,161.91000366210938,15.329205513000488,1.3150440454483032
2021-04-20,56473.03125,2330.2109375,156.77999877929688,15.139108657836914,1.3832989931106567
2021-04-21,53906.08984375,2364.751708984375,169.5,15.327957153320312,1.2964979410171509
2021-04-22,51762.2734375,2403.53515625,168.10000610351562,14.8187894821167,1.159682035446167
2021-04-23,51093.65234375,2363.586181640625,173.6300048828125,15.232911109924316,1.169659972190857
2021-04-26,54021.75390625,2534.481689453125,177.61000061035156,15.445210456848145,1.3685059547424316
2021-04-27,55033.1171875,2662.865234375,183.41000366210938,15.349164962768555,1.4009549617767334
2021-04-28,54824.703125,2746.380126953125,178.67999267578125,15.244384765625,1.3586009740829468
2021-04-29,53555.109375,2756.876953125,175.6699981689453,15.292284965515137,1.399359941482544
2021-04-30,57750.17578125,2773.20703125,178.82000732421875,14.977702140808105,1.5916739702224731
2021-05-03,57200.29296875,3431.086181640625,186.02000427246094,14.805318832397461,1.555994987487793
2021-05-04,53333.5390625,3253.62939453125,173.58999633789062,14.320847511291504,1.3923759460449219
2021-05-05,57424.0078125,3522.783203125,162.83999633789062,14.42786979675293,1.6145119667053223
2021-05-06,56396.515625,3490.88037109375,160.5,14.492232322692871,1.6005810499191284
2021-05-07,57356.40234375,3484.72900390625,163.14999389648438,14.780869483947754,1.5817550420761108
2021-05-10,55859.796875,3952.2939453125,158.5500030517578,14.235527992248535,1.3890060186386108
2021-05-11,56704.57421875,4168.701171875,158.99000549316406,14.2759428024292,1.4776819944381714
2021-05-12,49150.53515625,3785.8486328125,152.67999267578125,13.729352951049805,1.247864007949829
2021-05-13,49716.19140625,3715.1484375,149.8699951171875,13.636301040649414,1.3589099645614624
2021-05-14,49880.53515625,4079.057373046875,161.3800048828125,14.2128267288208,1.4029170274734497
2021-05-17,43537.51171875,3282.397705078125,160.42999267578125,14.135491371154785,1.4962999820709229
2021-05-18,42909.40234375,3380.070068359375,159.52999877929688,13.986058235168457,1.5907340049743652
2021-05-19,37002.44140625,2460.67919921875,157.99000549316406,14.035950660705566,1.0703129768371582
2021-05-20,40782.73828125,2784.294189453125,165.97000122070312,14.58154296875,1.1855369806289673
2021-05-21,37304.69140625,2430.621337890625,161.4499969482422,14.959989547729492,1.0069760084152222
2021-05-24,38705.98046875,2643.591064453125,164.1699981689453,15.578927040100098,0.9928349852561951
2021-05-25,38402.22265625,2706.62890625,169.25999450683594,15.61460018157959,0.976186990737915
2021-05-26,39294.19921875,2888.69873046875,175.58999633789062,15.666741371154785,1.0337250232696533
2021-05-27,38436.96875,2736.488525390625,179.5399932861328,15.45518970489502,0.9702349901199341
2021-05-28,35697.60546875,2419.90625,185.00999450683594,16.210084915161133,0.9001479744911194
2021-06-01,36684.92578125,2633.518310546875,184.66000366210938,16.230043411254883,1.0110009908676147
2021-06-02,37575.1796875,2706.125,191.60000610351562,16.742706298828125,1.024399995803833
2021-06-03,39208.765625,2855.12646484375,195.22000122070312,16.93379783630371,1.045320987701416
2021-06-04,36894.40625,2688.195068359375,206.07000732421875,17.541006088256836,0.970196008682251
2021-06-07,33560.70703125,2590.26318359375,219.57000732421875,17.5816707611084,0.8611549735069275
2021-06-08,33472.6328125,2517.438720703125,213.0,17.420019149780273,0.8757879734039307
2021-06-09,37345.12109375,2608.26708984375,217.44000244140625,17.32544708251953,0.9200339913368225
2021-06-10,36702.59765625,2471.5185546875,217.0,17.39206886291504,0.8691819906234741
2021-06-11,37334.3984375,2353.768798828125,218.85000610351562,17.79156494140625,0.8484500050544739
2021-06-14,40218.4765625,2537.89111328125,207.41000366210938,17.984695434570312,0.8928970098495483
2021-06-15,40406.26953125,2610.936767578125,201.58999633789062,17.754886627197266,0.8898000121116638
2021-06-16,38347.0625,2367.66357421875,197.83999633789062,17.776588439941406,0.8319079875946045
2021-06-17,38053.50390625,2372.001953125,202.47000122070312,18.621992111206055,0.8414379954338074
2021-06-18,35787.24609375,2231.733154296875,199.19000244140625,18.603525161743164,0.797648012638092
2021-06-21,31676.693359375,1888.447509765625,208.24000549316406,18.392427444458008,0.6103879809379578
2021-06-22,32505.66015625,1874.9500732421875,221.36000061035156,18.851058959960938,0.5450670123100281
2021-06-23,33723.02734375,1989.736328125,212.0399932861328,19.02123260498047,0.6265349984169006
2021-06-24,34662.4375,1988.456298828125,220.13999938964844,19.16920280456543,0.671999990940094
2021-06-25,31637.779296875,1813.21728515625,219.94000244140625,18.99503517150879,0.6133229732513428
2021-06-28,34434.3359375,2079.657470703125,222.94000244140625,19.947235107421875,0.643746018409729
2021-06-29,35867.77734375,2160.768310546875,234.4600067138672,19.98890495300293,0.7017250061035156
2021-06-30,35040.8359375,2274.547607421875,234.97999572753906,19.96470069885254,0.7063739895820618
2021-07-01,33572.1171875,2113.60546875,235.11000061035156,20.17380142211914,0.6611800193786621
2021-07-02,33897.046875,2150.040283203125,234.3000030517578,20.44828224182129,0.6567630171775818
2021-07-06,34235.1953125,2324.679443359375,233.33999633789062,20.659387588500977,0.6654019951820374
2021-07-07,33855.328125,2315.161865234375,221.89999389648438,20.333253860473633,0.6515750288963318
2021-07-08,32877.37109375,2120.0263671875,232.7899932861328,19.865135192871094,0.623058021068573
2021-07-09,33798.01171875,2146.6923828125,232.80999755859375,20.012359619140625,0.6368039846420288
2021-07-12,33155.84765625,2036.7210693359375,239.33999633789062,20.473737716674805,0.6301779747009277
2021-07-13,32702.025390625,1940.083984375,235.14999389648438,20.211729049682617,0.6195229887962341
2021-07-14,32822.34765625,1994.331298828125,246.66000366210938,19.804004669189453,0.6203240156173706
2021-07-15,31780.73046875,1911.1756591796875,259.67498779296875,18.930404663085938,0.5969409942626953
2021-07-16,31421.5390625,1880.3829345703125,286.42999267578125,18.126676559448242,0.5907739996910095
2021-07-19,30817.83203125,1817.296630859375,313.5899963378906,18.744258880615234,0.5575559735298157
2021-07-20,29807.34765625,1787.5107421875,307.3299865722656,18.576828002929688,0.5293359756469727
2021-07-21,32110.693359375,1990.9708251953125,321.1099853515625,19.37331771850586,0.569998025894165
2021-07-22,32313.10546875,2025.2027587890625,323.4800109863281,19.55697250366211,0.5922060012817383
2021-07-23,33581.55078125,2124.776611328125,348.8299865722656,19.521041870117188,0.6092240214347839
2021-07-26,37337.53515625,2233.36669921875,335.8699951171875,19.25753402709961,0.6256179809570312
2021-07-27,39406.94140625,2298.33349609375,328.5,19.17169952392578,0.6446040272712708
2021-07-28,39995.90625,2296.54541015625,349.32000732421875,19.466144561767578,0.7254449725151062
2021-07-29,40008.421875,2380.956787109375,345.6400146484375,19.624841690063477,0.7480170130729675
2021-07-30,42235.546875,2466.96142578125,353.6000061035156,19.46215057373047,0.7521190047264099
2021-08-02,39201.9453125,2610.1533203125,346.6099853515625,19.712675094604492,0.7392200231552124
2021-08-03,38152.98046875,2502.349609375,386.510009765625,19.777551651000977,0.7127289772033691
2021-08-04,39747.50390625,2724.619873046875,419.04998779296875,20.235685348510742,0.7304880023002625
2021-08-05,40869.5546875,2827.328857421875,416.260009765625,20.59799575805664,0.7331510186195374
2021-08-06,42816.5,2890.941650390625,413.7200012207031,20.3275089263916,0.7465130090713501
2021-08-09,46365.40234375,3167.856201171875,484.4700012207031,20.256643295288086,0.8185529708862305
2021-08-10,45585.03125,3141.691162109375,456.760009765625,19.898324966430664,0.8512470126152039
2021-08-11,45593.63671875,3164.2451171875,385.3299865722656,19.66176986694336,1.0125240087509155
2021-08-12,44428.2890625,3043.414306640625,391.4200134277344,19.867382049560547,0.9645490050315857
2021-08-13,47793.3203125,3322.211669921875,389.7799987792969,20.14984893798828,1.089959979057312
2021-08-16,46004.484375,3156.509521484375,373.8599853515625,19.91229820251465,1.1909929513931274
2021-08-17,44695.359375,3014.845947265625,401.8599853515625,19.421226501464844,1.0981990098953247
2021-08-18,44801.1875,3020.08984375,398.79998779296875,19.004016876220703,1.14609694480896
2021-08-19,46717.578125,3182.7021484375,375.5299987792969,19.760591506958008,1.232841968536377
2021-08-20,49339.17578125,3286.935302734375,382.9800109863281,20.776660919189453,1.2632219791412354
2021-08-23,49546.1484375,3319.25732421875,411.8900146484375,21.916505813598633,1.2472699880599976
2021-08-24,47706.1171875,3172.456298828125,394.94000244140625,21.75181770324707,1.1373519897460938
2021-08-25,48960.7890625,3224.915283203125,397.8699951171875,22.171022415161133,1.1725289821624756
2021-08-26,46942.21875,3100.325439453125,400.29998779296875,22.026296615600586,1.0752660036087036
2021-08-27,49058.66796875,3270.600830078125,382.2200012207031,22.59322166442871,1.1884729862213135
2021-08-30,47054.984375,3224.374267578125,370.69000244140625,22.645122528076172,1.1014349460601807
2021-08-31,47166.6875,3433.732666015625,376.69000244140625,22.346633911132812,1.1875929832458496
2021-09-01,48847.02734375,3834.828125,389.94000244140625,22.402538299560547,1.234889030456543
2021-09-02,49327.72265625,3790.989990234375,397.6600036621094,22.357616424560547,1.256324052810669
2021-09-03,50025.375,3940.61474609375,416.70001220703125,22.803855895996094,1.2914350032806396
2021-09-07,46811.12890625,3426.394287109375,436.3900146484375,22.62316131591797,1.1250989437103271
2021-09-08,46091.390625,3497.315185546875,422.8999938964844,22.300716400146484,1.1007200479507446
2021-09-09,46391.421875,3427.340087890625,455.9200134277344,22.138992309570312,1.0894010066986084
2021-09-10,44883.91015625,3211.505859375,449.3800048828125,22.439477920532227,1.0572669506072998
2021-09-13,44963.07421875,3285.51171875,419.7200012207031,22.114036560058594,1.0646779537200928
2021-09-14,47092.4921875,3429.169677734375,427.7099914550781,22.20387840270996,1.0965739488601685
2021-09-15,48176.34765625,3615.28271484375,434.4599914550781,22.302709579467773,1.121353030204773
2021-09-16,47783.359375,3571.294921875,440.6499938964844,22.20387840270996,1.0914980173110962
2021-09-17,47267.51953125,3398.538818359375,430.04998779296875,21.862468719482422,1.0655980110168457
2021-09-20,42843.80078125,2958.993408203125,423.3299865722656,21.076814651489258,0.9171519875526428
2021-09-21,40693.67578125,2764.43115234375,434.0400085449219,21.2095890045166,0.8763290047645569
2021-09-22,43574.5078125,3077.867919921875,440.7200012207031,21.903398513793945,1.0040760040283203
2021-09-23,44895.09765625,3155.523681640625,454.6000061035156,22.443470001220703,1.0020400285720825
2021-09-24,42839.75,2931.669189453125,430.1400146484375,22.043155670166016,0.9459239840507507
2021-09-27,42235.73046875,2934.138916015625,408.8399963378906,21.622879028320312,0.9236850142478943
2021-09-28,41034.54296875,2807.296630859375,384.2099914550781,20.663524627685547,0.893688976764679
2021-09-29,41564.36328125,2853.143310546875,378.8999938964844,20.48183822631836,0.9283490180969238
2021-09-30,43790.89453125,3001.678955078125,384.8599853515625,20.680498123168945,0.9526360034942627
2021-10-01,48116.94140625,3307.51611328125,341.0899963378906,20.706449508666992,1.0426239967346191
2021-10-04,49112.90234375,3380.089111328125,325.8399963378906,19.698183059692383,1.043004035949707
2021-10-05,51514.8125,3518.5185546875,332.1099853515625,20.415950775146484,1.0855029821395874
2021-10-06,55361.44921875,3580.56201171875,302.4200134277344,20.66452407836914,1.0776560306549072
2021-10-07,53805.984375,3587.974853515625,309.3599853515625,21.038881301879883,1.0680259466171265
2021-10-08,53967.84765625,3563.75927734375,304.9100036621094,20.79529571533203,1.0628910064697266
2021-10-11,57484.7890625,3545.35400390625,305.1000061035156,20.659536361694336,1.137887954711914
2021-10-12,56041.05859375,3492.5732421875,311.1300048828125,20.63557243347168,1.1018589735031128
2021-10-13,57401.09765625,3606.20166015625,321.5,20.903112411499023,1.128391981124878
2021-10-14,57321.5234375,3786.01416015625,331.8800048828125,21.708730697631836,1.132315993309021
2021-10-15,61593.94921875,3862.634765625,324.2099914550781,21.82453155517578,1.1405500173568726
2021-10-18,62026.078125,3748.76025390625,334.8399963378906,22.183914184570312,1.0838420391082764
2021-10-19,64261.9921875,3877.65087890625,333.6099853515625,22.251800537109375,1.092079997062683
2021-10-20,65992.8359375,4155.9921875,333.010009765625,22.06511878967285,1.1423280239105225
2021-10-21,62210.171875,4054.32275390625,339.57000732421875,22.65311050415039,1.0893150568008423
2021-10-22,60692.265625,3970.181884765625,326.5400085449219,22.687055587768555,1.0883740186691284
2021-10-25,63039.82421875,4217.876953125,349.55999755859375,23.126300811767578,1.0951579809188843
2021-10-26,60363.79296875,4131.10205078125,345.739990234375,24.674636840820312,1.108093023300171
2021-10-27,58482.38671875,3930.25732421875,340.8800048828125,24.409095764160156,0.9954519867897034
2021-10-28,60622.13671875,4287.31884765625,347.9200134277344,24.89825439453125,1.0588200092315674
2021-10-29,62227.96484375,4414.74658203125,345.2099914550781,25.523183822631836,1.0815030336380005
2021-11-01,61004.40625,4324.626953125,337.1700134277344,25.782733917236328,1.0928670167922974
2021-11-02,63226.40234375,4584.798828125,348.6400146484375,26.355754852294922,1.1361960172653198
2021-11-03,62970.046875,4607.19384765625,345.9200134277344,26.552413940429688,1.2087960243225098
2021-11-04,61452.23046875,4537.32421875,284.0199890136719,29.749927520751953,1.202003002166748
2021-11-05,61125.67578125,4486.2431640625,236.99000549316406,29.701007843017578,1.161532998085022
2021-11-08,67566.828125,4812.08740234375,244.67999267578125,30.751211166381836,1.282377004623413
2021-11-09,66971.828125,4735.06884765625,236.85000610351562,30.604459762573242,1.258929967880249
2021-11-10,64995.23046875,4636.17431640625,228.9600067138672,29.40851402282715,1.1933729648590088
2021-11-11,64949.9609375,4730.38427734375,225.82000732421875,30.337915420532227,1.2183640003204346
2021-11-12,64155.94140625,4667.115234375,231.19000244140625,30.337915420532227,1.1893550157546997
2021-11-15,63557.87109375,4557.50390625,235.07000732421875,29.973543167114258,1.1713709831237793
2021-11-16,60161.24609375,4216.365234375,234.27999877929688,30.15123748779297,1.0909340381622314
2021-11-17,60368.01171875,4287.59375,242.22999572753906,29.210853576660156,1.096290946006775
2021-11-18,56942.13671875,4000.65087890625,251.41000366210938,31.620716094970703,1.0419540405273438
2021-11-19,58119.578125,4298.306640625,263.7799987792969,32.928470611572266,1.0914920568466187
2021-11-22,56289.2890625,4088.457763671875,282.69000244140625,31.901233673095703,1.0366220474243164
2021-11-23,57569.07421875,4340.763671875,276.3800048828125,31.69159507751465,1.0670570135116577
2021-11-24,56280.42578125,4239.9814453125,273.3900146484375,32.61800003051758,1.0420750379562378
2021-11-26,53569.765625,4030.908935546875,329.6300048828125,31.449012756347656,0.9363499879837036
2021-11-29,57806.56640625,4445.10498046875,368.510009765625,33.31879806518555,0.9919610023498535
2021-11-30,57005.42578125,4631.47900390625,352.42999267578125,32.619998931884766,0.9987540245056152
2021-12-01,57229.828125,4586.990234375,310.6099853515625,31.384967803955078,0.9909300208091736
2021-12-02,56477.81640625,4511.30224609375,301.489990234375,32.07486343383789,0.9723119735717773
2021-12-03,53598.24609375,4220.7060546875,306.7200012207031,30.644147872924805,0.9222440123558044
2021-12-06,50582.625,4358.7373046875,265.3299865722656,29.989194869995117,0.8282880187034607
2021-12-07,50700.0859375,4315.0615234375,282.3500061035156,32.37539291381836,0.8185880184173584
2021-12-08,50504.796875,4439.35791015625,283.3999938964844,31.775346755981445,0.863306999206543
2021-12-09,47672.12109375,4119.81591796875,272.2099914550781,30.441471099853516,0.8612719774246216
2021-12-10,47243.3046875,3908.49609375,257.05999755859375,30.149938583374023,0.8010969758033752
2021-12-13,46737.48046875,3784.226806640625,271.989990234375,28.116180419921875,0.7828940153121948
2021-12-14,46612.6328125,3745.4404296875,277.1600036621094,28.291900634765625,0.7962489724159241
2021-12-15,48896.72265625,4018.388671875,283.2799987792969,30.410524368286133,0.8274310231208801
2021-12-16,47665.42578125,3962.4697265625,282.0199890136719,28.341819763183594,0.8062300086021423
2021-12-17,46202.14453125,3879.486572265625,294.79998779296875,27.756752014160156,0.7992910146713257
2021-12-20,46880.27734375,3933.844482421875,276.3800048828125,27.674884796142578,0.8798279762268066
2021-12-21,48936.61328125,4020.260009765625,268.1400146484375,29.028724670410156,0.9476460218429565
2021-12-22,48628.51171875,3982.099609375,251.36000061035156,29.35320472717285,0.9546989798545837
2021-12-23,50784.5390625,4108.015625,249.99000549316406,29.59282684326172,0.9932850003242493
2021-12-27,50640.41796875,4037.547607421875,246.8800048828125,30.895750045776367,0.9261839985847473
2021-12-28,47588.85546875,3800.89306640625,241.44000244140625,30.273738861083984,0.8529599905014038
2021-12-29,46444.7109375,3628.53173828125,247.8800048828125,29.95325469970703,0.8167139887809753
2021-12-30,47178.125,3713.85205078125,251.60000610351562,29.538911819458008,0.8396490216255188
